place_id,title,rating,reviews,price,categories,link
maddisons-restaurant-christchurch,Maddison’s Restaurant,5.0,1,,New Zealand,https://www.yelp.com/biz/maddisons-restaurant-christchurch?osq=Restaurant
-EYNkEGPRoyInE9COjJnNA,Red Rock Cafe,4.5,2,,Cafes,https://www.yelp.com/biz/red-rock-cafe-christchurch?osq=Restaurant
red-rock-cafe-christchurch,Red Rock Cafe,4.5,2,,Cafes,https://www.yelp.com/biz/red-rock-cafe-christchurch?osq=Restaurant
PW8sl9ehh5BgrlugZQQtUA,Hell Pizza,4.3,4,,"Pizza, Salad",https://www.yelp.com/biz/hell-pizza-christchurch-3?osq=Restaurant
hell-pizza-christchurch-3,Hell Pizza,4.3,4,,"Pizza, Salad",https://www.yelp.com/biz/hell-pizza-christchurch-3?osq=Restaurant
udG4gWakwlADcXdIqdwehw,Tony’s Teppan Yaki Japanese Restaurant,4.7,3,,Restaurants,https://www.yelp.com/biz/tonys-teppan-yaki-japanese-restaurant-christchurch?osq=Restaurant
tonys-teppan-yaki-japanese-restaurant-christchurch,Tony’s Teppan Yaki Japanese Restaurant,4.7,3,,Restaurants,https://www.yelp.com/biz/tonys-teppan-yaki-japanese-restaurant-christchurch?osq=Restaurant
Vvt6jac_VsAop9iWqLEYhA,Green Chilli Thai Restaurant and Takeaway,5.0,1,,Thai,https://www.yelp.com/biz/green-chilli-thai-restaurant-and-takeaway-christchurch?osq=Restaurant
green-chilli-thai-restaurant-and-takeaway-christchurch,Green Chilli Thai Restaurant and Takeaway,5.0,1,,Thai,https://www.yelp.com/biz/green-chilli-thai-restaurant-and-takeaway-christchurch?osq=Restaurant
yGe-3Dd8V9TAbtoJDiPAMg,Mitchelli’s Cafe Rinato,5.0,1,,"Cafes, Italian",https://www.yelp.com/biz/mitchellis-cafe-rinato-christchurch?osq=Restaurant
mitchellis-cafe-rinato-christchurch,Mitchelli’s Cafe Rinato,5.0,1,,"Cafes, Italian",https://www.yelp.com/biz/mitchellis-cafe-rinato-christchurch?osq=Restaurant
qkLJmx__gkLiqGXvm9GRCA,Sampan House Restaurant,2.9,7,$,Restaurants,https://www.yelp.com/biz/sampan-house-restaurant-christchurch?osq=Restaurant
sampan-house-restaurant-christchurch,Sampan House Restaurant,2.9,7,$,Restaurants,https://www.yelp.com/biz/sampan-house-restaurant-christchurch?osq=Restaurant
Lcj55-cemIDsOFM4NWFTNg,CBD Bar & Pizzaria,4.0,2,$$,"Hookah Bars, Pizza, Cocktail Bars",https://www.yelp.com/biz/cbd-bar-and-pizzaria-christchurch?osq=Restaurant
cbd-bar-and-pizzaria-christchurch,CBD Bar & Pizzaria,4.0,2,$$,"Hookah Bars, Pizza, Cocktail Bars",https://www.yelp.com/biz/cbd-bar-and-pizzaria-christchurch?osq=Restaurant
EuFIeBxijn1liQuwWfJdSw,Eden Alley,3.0,2,,Korean,https://www.yelp.com/biz/eden-alley-christchurch?osq=Restaurant
eden-alley-christchurch,Eden Alley,3.0,2,,Korean,https://www.yelp.com/biz/eden-alley-christchurch?osq=Restaurant
ni-pySOL-0X59iOcOvCSXQ,The Bridge Restaurant & Bar,3.0,2,,"Bars, New Zealand",https://www.yelp.com/biz/the-bridge-restaurant-and-bar-prebbleton?osq=Restaurant
the-bridge-restaurant-and-bar-prebbleton,The Bridge Restaurant & Bar,3.0,2,,"Bars, New Zealand",https://www.yelp.com/biz/the-bridge-restaurant-and-bar-prebbleton?osq=Restaurant
5eRuSl6megpNFiXOFtAAFA,Maharaja,4.0,4,$$,"Indian, Beer Bar, Cocktail Bars",https://www.yelp.com/biz/maharaja-christchurch?osq=Restaurant
maharaja-christchurch,Maharaja,4.0,4,$$,"Indian, Beer Bar, Cocktail Bars",https://www.yelp.com/biz/maharaja-christchurch?osq=Restaurant
eFpwZ0CEo1k-opYw7qY4XQ,Yoshi Japanese Restaurant,4.0,1,,Japanese,https://www.yelp.com/biz/yoshi-japanese-restaurant-canterbury?osq=Restaurant
yoshi-japanese-restaurant-canterbury,Yoshi Japanese Restaurant,4.0,1,,Japanese,https://www.yelp.com/biz/yoshi-japanese-restaurant-canterbury?osq=Restaurant
f5WbfkjUOMMofXvpxK-nZw,Riccarton Noodle House,3.7,3,,Cambodian,https://www.yelp.com/biz/riccarton-noodle-house-christchurch?osq=Restaurant
riccarton-noodle-house-christchurch,Riccarton Noodle House,3.7,3,,Cambodian,https://www.yelp.com/biz/riccarton-noodle-house-christchurch?osq=Restaurant
TuxIaLO5I33JKPsRt-IUoA,Baretta,3.0,9,$$$,"Bars, Italian",https://www.yelp.com/biz/baretta-christchurch?osq=Restaurant
baretta-christchurch,Baretta,3.0,9,$$$,"Bars, Italian",https://www.yelp.com/biz/baretta-christchurch?osq=Restaurant
mZa1MnzeZBFFsTJJ2IJMhQ,Welcome Chinese Vegetarian Food,4.0,5,,"Vegan, Vegetarian, Chinese",https://www.yelp.com/biz/welcome-chinese-vegetarian-food-christchurch?osq=Restaurant
welcome-chinese-vegetarian-food-christchurch,Welcome Chinese Vegetarian Food,4.0,5,,"Vegan, Vegetarian, Chinese",https://www.yelp.com/biz/welcome-chinese-vegetarian-food-christchurch?osq=Restaurant
A0MHnjrSlyOP47OaY8UEag,Thai Chef’s Restaurant,3.5,2,,Thai,https://www.yelp.com/biz/thai-chefs-restaurant-christchurch?osq=Restaurant
thai-chefs-restaurant-christchurch,Thai Chef’s Restaurant,3.5,2,,Thai,https://www.yelp.com/biz/thai-chefs-restaurant-christchurch?osq=Restaurant
GpecoNDxG0GfT-UH7P7VwQ,BurgerFuel Papanui,4.7,3,,"Burgers, Fast Food",https://www.yelp.com/biz/burgerfuel-papanui-christchurch?osq=Restaurant
burgerfuel-papanui-christchurch,BurgerFuel Papanui,4.7,3,,"Burgers, Fast Food",https://www.yelp.com/biz/burgerfuel-papanui-christchurch?osq=Restaurant
JQ2-NbJMc1QVtMng3ikCeQ,Smoke ‘n’ Barrel,5.0,1,,"American, Food Stands",https://www.yelp.com/biz/smoke-n-barrel-christchurch?osq=Restaurant
smoke-n-barrel-christchurch,Smoke ‘n’ Barrel,5.0,1,,"American, Food Stands",https://www.yelp.com/biz/smoke-n-barrel-christchurch?osq=Restaurant
hqDTtJW5MACoCzoRIPsQWg,Wholly Bagels,3.5,2,,"Pizza, Bagels",https://www.yelp.com/biz/wholly-bagels-christchurch?osq=Restaurant
wholly-bagels-christchurch,Wholly Bagels,3.5,2,,"Pizza, Bagels",https://www.yelp.com/biz/wholly-bagels-christchurch?osq=Restaurant
9enJ3S8xlo0VCfgHwPrzMA,Straits Cafe,4.0,1,,Cafes,https://www.yelp.com/biz/straits-cafe-christchurch?osq=Restaurant
straits-cafe-christchurch,Straits Cafe,4.0,1,,Cafes,https://www.yelp.com/biz/straits-cafe-christchurch?osq=Restaurant
X1eipD7F_RYIckkfoZtKjg,Holy Smoke,3.0,1,,"Barbeque, Seafood",https://www.yelp.com/biz/holy-smoke-christchurch?osq=Restaurant
holy-smoke-christchurch,Holy Smoke,3.0,1,,"Barbeque, Seafood",https://www.yelp.com/biz/holy-smoke-christchurch?osq=Restaurant
GIYxmAjDpiC-5FxYes_12g,Cashel Thai,5.0,1,,Restaurants,https://www.yelp.com/biz/cashel-thai-christchurch?osq=Restaurant
cashel-thai-christchurch,Cashel Thai,5.0,1,,Restaurants,https://www.yelp.com/biz/cashel-thai-christchurch?osq=Restaurant
A6CKAkDkccjl7cAUaCjuqA,Beat Street,4.2,5,,Cafes,https://www.yelp.com/biz/beat-street-christchurch?osq=Restaurant
beat-street-christchurch,Beat Street,4.2,5,,Cafes,https://www.yelp.com/biz/beat-street-christchurch?osq=Restaurant
5xrpVuUVwbkVURjJYiq4XQ,McDonald’s,5.0,1,$$$$,Restaurants,https://www.yelp.com/biz/mcdonalds-christchurch-2?osq=Restaurant
mcdonalds-christchurch-2,McDonald’s,5.0,1,$$$$,Restaurants,https://www.yelp.com/biz/mcdonalds-christchurch-2?osq=Restaurant
DceEP2EQIE6xPEXZHPBC-g,The Grey Robin,5.0,1,,New Zealand,https://www.yelp.com/biz/the-grey-robin-christchurch?osq=Restaurant
the-grey-robin-christchurch,The Grey Robin,5.0,1,,New Zealand,https://www.yelp.com/biz/the-grey-robin-christchurch?osq=Restaurant
BL3cJH8iCyty0l97J4izHA,Cassels & Sons,3.7,10,$$$,"Hookah Bars, Pizza, Wine Bars",https://www.yelp.com/biz/cassels-and-sons-christchurch?osq=Restaurant
cassels-and-sons-christchurch,Cassels & Sons,3.7,10,$$$,"Hookah Bars, Pizza, Wine Bars",https://www.yelp.com/biz/cassels-and-sons-christchurch?osq=Restaurant
rduCilp2LsIMmj7659eDhA,Slick Burgers,5.0,1,,"Burgers, Fast Food, Head Shops",https://www.yelp.com/biz/slick-burgers-christchurch?osq=Restaurant
slick-burgers-christchurch,Slick Burgers,5.0,1,,"Burgers, Fast Food, Head Shops",https://www.yelp.com/biz/slick-burgers-christchurch?osq=Restaurant
BvIxqkZtptUFvW1TmupRIQ,Raw Sugar Cafe,5.0,1,,Cafes,https://www.yelp.com/biz/raw-sugar-cafe-christchurch?osq=Restaurant
raw-sugar-cafe-christchurch,Raw Sugar Cafe,5.0,1,,Cafes,https://www.yelp.com/biz/raw-sugar-cafe-christchurch?osq=Restaurant
_6Kg47EfSZEAcO6iXMjD_w,Robert Harris,5.0,1,,"Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/robert-harris-christchurch-3?osq=Restaurant
robert-harris-christchurch-3,Robert Harris,5.0,1,,"Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/robert-harris-christchurch-3?osq=Restaurant
4vqFV3j6G7ewZ6k0fFVytw,Formaggio’s Restaurant & Pizzeria,4.0,1,,"Italian, Desserts, Wine Bars",https://www.yelp.com/biz/formaggios-restaurant-and-pizzeria-christchurch?osq=Restaurant
formaggios-restaurant-and-pizzeria-christchurch,Formaggio’s Restaurant & Pizzeria,4.0,1,,"Italian, Desserts, Wine Bars",https://www.yelp.com/biz/formaggios-restaurant-and-pizzeria-christchurch?osq=Restaurant
r5rfX4FLRgHG8Pl3TBkBfQ,Divine Cafe,5.0,1,,Cafes,https://www.yelp.com/biz/divine-cafe-christchurch-2?osq=Restaurant
divine-cafe-christchurch-2,Divine Cafe,5.0,1,,Cafes,https://www.yelp.com/biz/divine-cafe-christchurch-2?osq=Restaurant
FfB040u_JQh6PnbsrLQM_w,Anna’s Cafe,4.0,1,,"Breakfast & Brunch, Cafes",https://www.yelp.com/biz/annas-cafe-christchurch?osq=Restaurant
annas-cafe-christchurch,Anna’s Cafe,4.0,1,,"Breakfast & Brunch, Cafes",https://www.yelp.com/biz/annas-cafe-christchurch?osq=Restaurant
Buq-aQrkHvxEqi60mpoUEA,Gustavs Wine Bar,5.0,1,,"Tapas/Small Plates, Wine Bars",https://www.yelp.com/biz/gustavs-wine-bar-christchurch?osq=Restaurant
gustavs-wine-bar-christchurch,Gustavs Wine Bar,5.0,1,,"Tapas/Small Plates, Wine Bars",https://www.yelp.com/biz/gustavs-wine-bar-christchurch?osq=Restaurant
vLxAhCXN07M-XPsjTtHlHQ,Hikari Sushi Bar,2.7,3,$$,"Sushi Bars, Japanese, Asian Fusion",https://www.yelp.com/biz/hikari-sushi-bar-christchurch?osq=Restaurant
hikari-sushi-bar-christchurch,Hikari Sushi Bar,2.7,3,$$,"Sushi Bars, Japanese, Asian Fusion",https://www.yelp.com/biz/hikari-sushi-bar-christchurch?osq=Restaurant
Q0siw97jE0i2WjqoUfmBEQ,Burgers & Beers,4.1,9,$$,Burgers,https://www.yelp.com/biz/burgers-and-beers-christchurch?osq=Restaurant
burgers-and-beers-christchurch,Burgers & Beers,4.1,9,$$,Burgers,https://www.yelp.com/biz/burgers-and-beers-christchurch?osq=Restaurant
8UcIcdTWPSIEyMOAcUbXEw,McDonald’s,2.5,2,,"Fast Food, Burgers",https://www.yelp.com/biz/mcdonalds-christchurch-4?osq=Restaurant
mcdonalds-christchurch-4,McDonald’s,2.5,2,,"Fast Food, Burgers",https://www.yelp.com/biz/mcdonalds-christchurch-4?osq=Restaurant
jmbNNBewbedUH_8uHrwRcQ,Khmer Satay Noodle House,4.0,1,,Restaurants,https://www.yelp.com/biz/khmer-satay-noodle-house-christchurch?osq=Restaurant
khmer-satay-noodle-house-christchurch,Khmer Satay Noodle House,4.0,1,,Restaurants,https://www.yelp.com/biz/khmer-satay-noodle-house-christchurch?osq=Restaurant
V0NEAvgeKUCXwEKvoEEo-Q,Blax Espresso,4.0,3,,"Breakfast & Brunch, Cafes, Sandwiches",https://www.yelp.com/biz/blax-espresso-christchurch?osq=Restaurant
blax-espresso-christchurch,Blax Espresso,4.0,3,,"Breakfast & Brunch, Cafes, Sandwiches",https://www.yelp.com/biz/blax-espresso-christchurch?osq=Restaurant
_MJXPoOfH2yO7kh_bgbzSA,Sevanti Rest & Bar,3.0,1,,Restaurants,https://www.yelp.com/biz/sevanti-rest-and-bar-christchurch?osq=Restaurant
sevanti-rest-and-bar-christchurch,Sevanti Rest & Bar,3.0,1,,Restaurants,https://www.yelp.com/biz/sevanti-rest-and-bar-christchurch?osq=Restaurant
CXuL9WJbfV7Bv_AVWjfdPw,Earl,4.0,2,,"Wine Bars, Breakfast & Brunch, Beer Bar",https://www.yelp.com/biz/earl-christchurch?osq=Restaurant
earl-christchurch,Earl,4.0,2,,"Wine Bars, Breakfast & Brunch, Beer Bar",https://www.yelp.com/biz/earl-christchurch?osq=Restaurant
lDkQznmnetZZ8LUG1C0KuQ,Mosaic by Simo,5.0,1,,"Moroccan, Delis",https://www.yelp.com/biz/mosaic-by-simo-christchurch?osq=Restaurant
mosaic-by-simo-christchurch,Mosaic by Simo,5.0,1,,"Moroccan, Delis",https://www.yelp.com/biz/mosaic-by-simo-christchurch?osq=Restaurant
dVNm5W3nllKVhIfQQ853WQ,Coasters Tavern,4.3,16,$,"Cocktail Bars, American",https://www.yelp.com/biz/coasters-tavern-east-meadow?osq=Restaurant
coasters-tavern-east-meadow,Coasters Tavern,4.3,16,$,"Cocktail Bars, American",https://www.yelp.com/biz/coasters-tavern-east-meadow?osq=Restaurant
SDFuevFC99TzmGR1OKUubA,The Dragon Express Restaurant,3.0,2,,Chinese,https://www.yelp.com/biz/the-dragon-express-restaurant-christchurch?osq=Restaurant
the-dragon-express-restaurant-christchurch,The Dragon Express Restaurant,3.0,2,,Chinese,https://www.yelp.com/biz/the-dragon-express-restaurant-christchurch?osq=Restaurant
pg1DJsdU9vSp6WLJcxRxAw,Pure Cafe Co.,5.0,1,,Cafes,https://www.yelp.com/biz/pure-cafe-co-christchurch-2?osq=Restaurant
pure-cafe-co-christchurch-2,Pure Cafe Co.,5.0,1,,Cafes,https://www.yelp.com/biz/pure-cafe-co-christchurch-2?osq=Restaurant
xfH4IZ_BvcF-z6VMN-IU-w,Spagalimis,2.4,5,,Pizza,https://www.yelp.com/biz/spagalimis-christchurch-2?osq=Restaurant
spagalimis-christchurch-2,Spagalimis,2.4,5,,Pizza,https://www.yelp.com/biz/spagalimis-christchurch-2?osq=Restaurant
kE0-zB0_2D-BU1X5myuacQ,Traiteur European Butchery,5.0,2,,"Delis, Cafes",https://www.yelp.com/biz/traiteur-european-butchery-christchurch?osq=Restaurant
traiteur-european-butchery-christchurch,Traiteur European Butchery,5.0,2,,"Delis, Cafes",https://www.yelp.com/biz/traiteur-european-butchery-christchurch?osq=Restaurant
LlL_lCIdSTo5C7j4oSIbgw,Town Tonic,1.8,4,$$,"Cafes, Breakfast & Brunch",https://www.yelp.com/biz/town-tonic-christchurch?osq=Restaurant
town-tonic-christchurch,Town Tonic,1.8,4,$$,"Cafes, Breakfast & Brunch",https://www.yelp.com/biz/town-tonic-christchurch?osq=Restaurant
snprPEusRxUPyGLadO1iRg,Joe’s Garage,2.0,1,,"Beer, Wine & Spirits, Diners, American",https://www.yelp.com/biz/joes-garage-christchurch-3?osq=Restaurant
joes-garage-christchurch-3,Joe’s Garage,2.0,1,,"Beer, Wine & Spirits, Diners, American",https://www.yelp.com/biz/joes-garage-christchurch-3?osq=Restaurant
4-5FjG5FLJnhezry9nqRxw,Roast Ease,4.0,1,,Fast Food,https://www.yelp.com/biz/roast-ease-christchurch?osq=Restaurant
roast-ease-christchurch,Roast Ease,4.0,1,,Fast Food,https://www.yelp.com/biz/roast-ease-christchurch?osq=Restaurant
pXX9rSjuweCcVsFwhl36fQ,Mr Sushi,5.0,1,,Japanese,https://www.yelp.com/biz/mr-sushi-christchurch?osq=Restaurant
mr-sushi-christchurch,Mr Sushi,5.0,1,,Japanese,https://www.yelp.com/biz/mr-sushi-christchurch?osq=Restaurant
y4jnOb4jgLMe029wAaABdA,Arbo Cafe,5.0,1,,Cafes,https://www.yelp.com/biz/arbo-cafe-christchurch?osq=Restaurant
arbo-cafe-christchurch,Arbo Cafe,5.0,1,,Cafes,https://www.yelp.com/biz/arbo-cafe-christchurch?osq=Restaurant
1AECVcNgjEhzEEABhojRjQ,Papas Pizza,3.0,2,,Pizza,https://www.yelp.com/biz/papas-pizza-christchurch?osq=Restaurant
papas-pizza-christchurch,Papas Pizza,3.0,2,,Pizza,https://www.yelp.com/biz/papas-pizza-christchurch?osq=Restaurant
Xs3o1TJ94gvT2Qo6TG1B-g,The China Kitchen,4.0,1,,Chinese,https://www.yelp.com/biz/the-china-kitchen-christchurch?osq=Restaurant
the-china-kitchen-christchurch,The China Kitchen,4.0,1,,Chinese,https://www.yelp.com/biz/the-china-kitchen-christchurch?osq=Restaurant
dwebhjgrd7u1pjADqZH2RA,Hachi Hachi,2.0,1,,Japanese,https://www.yelp.com/biz/hachi-hachi-christchurch?osq=Restaurant
hachi-hachi-christchurch,Hachi Hachi,2.0,1,,Japanese,https://www.yelp.com/biz/hachi-hachi-christchurch?osq=Restaurant
-Xd02BUqdGxeY0rnq8tABg,Himalayas Indian Restaurant & Takeaways,3.0,3,$$,Indian,https://www.yelp.com/biz/himalayas-indian-restaurant-and-takeaways-christchurch?osq=Restaurant
himalayas-indian-restaurant-and-takeaways-christchurch,Himalayas Indian Restaurant & Takeaways,3.0,3,$$,Indian,https://www.yelp.com/biz/himalayas-indian-restaurant-and-takeaways-christchurch?osq=Restaurant
IO-ZvolUGtPAJScNnRDGrA,Pies and Coffee,5.0,1,,"Desserts, Breakfast & Brunch",https://www.yelp.com/biz/pies-and-coffee-christchurch?osq=Restaurant
pies-and-coffee-christchurch,Pies and Coffee,5.0,1,,"Desserts, Breakfast & Brunch",https://www.yelp.com/biz/pies-and-coffee-christchurch?osq=Restaurant
ETWT04wh-hNDfnbwHHqgTw,Sugarhorse,5.0,1,$$,"Bars, Tapas Bars",https://www.yelp.com/biz/sugarhorse-christchurch?osq=Restaurant
sugarhorse-christchurch,Sugarhorse,5.0,1,$$,"Bars, Tapas Bars",https://www.yelp.com/biz/sugarhorse-christchurch?osq=Restaurant
tZzZ6KZpBITfPH1c9YQhNQ,Antigua Boatsheds Canoe Hire,4.7,3,$$,"Coffee & Tea, Cafes",https://www.yelp.com/biz/antigua-boatsheds-canoe-hire-christchurch?osq=Restaurant
antigua-boatsheds-canoe-hire-christchurch,Antigua Boatsheds Canoe Hire,4.7,3,$$,"Coffee & Tea, Cafes",https://www.yelp.com/biz/antigua-boatsheds-canoe-hire-christchurch?osq=Restaurant
0WLG5q8EvqeO9THLCefCSQ,Burgerfuel,5.0,1,££,Burgers,https://www.yelp.com/biz/burgerfuel-christchurch?osq=Restaurant
burgerfuel-christchurch,Burgerfuel,5.0,1,££,Burgers,https://www.yelp.com/biz/burgerfuel-christchurch?osq=Restaurant
GErbCSWshPEgO6Hp3I1J2w,Silver Dolphin,1.0,1,,Fish & Chips,https://www.yelp.com/biz/silver-dolphin-christchurch?osq=Restaurant
silver-dolphin-christchurch,Silver Dolphin,1.0,1,,Fish & Chips,https://www.yelp.com/biz/silver-dolphin-christchurch?osq=Restaurant
uweoHy1k1ekNVG1PSFSRNw,Noodle,1.0,1,,Chinese,https://www.yelp.com/biz/noodle-christchurch?osq=Restaurant
noodle-christchurch,Noodle,1.0,1,,Chinese,https://www.yelp.com/biz/noodle-christchurch?osq=Restaurant
n1fEmibh3aCh6ZQV8_7U-A,Spagalimis,3.0,4,,Pizza,https://www.yelp.com/biz/spagalimis-christchurch-4?osq=Restaurant
spagalimis-christchurch-4,Spagalimis,3.0,4,,Pizza,https://www.yelp.com/biz/spagalimis-christchurch-4?osq=Restaurant
6p2BTKN9DkPLwT4yWx8G7g,Cafe Mosaic,4.5,2,,"Cafes, Breakfast & Brunch",https://www.yelp.com/biz/cafe-mosaic-christchurch?osq=Restaurant
cafe-mosaic-christchurch,Cafe Mosaic,4.5,2,,"Cafes, Breakfast & Brunch",https://www.yelp.com/biz/cafe-mosaic-christchurch?osq=Restaurant
A04EU-7eb_NkwUx1yZyCQw,Ilam Seafoods,1.0,1,,"Fast Food, Fish & Chips",https://www.yelp.com/biz/ilam-seafoods-christchurch?osq=Restaurant
ilam-seafoods-christchurch,Ilam Seafoods,1.0,1,,"Fast Food, Fish & Chips",https://www.yelp.com/biz/ilam-seafoods-christchurch?osq=Restaurant
8MynkXRxSbrfGaUAPO9ufg,Nobanno Restaurant Bar & Cafe,3.7,3,,"Bangladeshi, Bars",https://www.yelp.com/biz/nobanno-restaurant-bar-and-cafe-christchurch?osq=Restaurant
nobanno-restaurant-bar-and-cafe-christchurch,Nobanno Restaurant Bar & Cafe,3.7,3,,"Bangladeshi, Bars",https://www.yelp.com/biz/nobanno-restaurant-bar-and-cafe-christchurch?osq=Restaurant
